Power,Label
307.6,0
307.2,0
307.6,0
307.2,0
306.4,0
307.6,0
307.2,0
306.79999999999995,0
307.2,0
307.2,0
308.0,0
307.6,0
306.79999999999995,0
306.4,0
307.6,0
308.0,0
306.4,0
307.2,0
306.4,0
306.79999999999995,0
307.2,0
307.2,0
306.79999999999995,0
309.6,0
307.2,0
307.2,0
307.6,0
307.2,0
307.2,0
306.79999999999995,0
307.2,0
307.6,0
307.6,0
306.4,0
306.79999999999995,0
307.2,0
307.6,0
307.2,0
306.4,0
308.0,0
307.2,0
307.6,0
307.6,0
306.79999999999995,0
308.0,0
307.6,0
308.4,0
307.2,0
307.2,0
307.6,0
307.6,0
307.6,0
307.6,0
306.0,0
307.2,0
307.6,0
307.6,0
307.6,0
306.0,0
307.6,0
308.0,0
307.6,0
308.0,0
306.0,0
307.6,0
322.8,0
309.6,0
308.0,0
306.0,0
307.6,0
307.6,0
307.6,0
307.2,0
306.79999999999995,0
307.6,0
309.2,0
307.6,0
307.6,0
306.0,0
307.2,0
307.2,0
307.6,0
306.4,0
306.0,0
307.2,0
307.6,0
307.6,0
306.4,0
306.4,0
307.2,0
306.4,0
308.0,0
307.6,0
306.79999999999995,0
307.6,0
309.2,0
308.79999999999995,0
306.4,0
306.79999999999995,0
307.2,0
308.0,0
307.2,0
306.4,0
306.0,0
307.2,0
307.2,0
307.6,0
306.0,0
306.0,0
306.79999999999995,0
307.2,0
307.2,0
306.79999999999995,0
306.79999999999995,0
307.2,0
307.2,0
306.79999999999995,0
306.79999999999995,0
306.4,0
306.79999999999995,0
306.4,0
307.2,0
306.79999999999995,0
306.4,0
308.79999999999995,0
308.0,0
307.2,0
306.79999999999995,0
306.4,0
306.79999999999995,0
306.4,0
306.4,0
308.4,0
307.2,0
307.6,0
306.79999999999995,0
306.79999999999995,0
307.2,0
306.79999999999995,0
307.2,0
318.4,0
308.79999999999995,0
307.6,0
306.0,0
306.79999999999995,0
307.2,0
307.6,0
306.79999999999995,0
308.4,0
307.2,0
306.79999999999995,0
306.0,0
306.79999999999995,0
306.79999999999995,0
307.6,0
306.79999999999995,0
306.0,0
306.79999999999995,0
306.79999999999995,0
306.79999999999995,0
306.79999999999995,0
307.2,0
306.79999999999995,0
306.79999999999995,0
306.79999999999995,0
306.79999999999995,0
308.79999999999995,0
307.2,0
305.6,0
306.79999999999995,0
307.2,0
306.79999999999995,0
306.4,0
306.4,0
306.79999999999995,0
306.79999999999995,0
307.6,0
307.2,0
306.79999999999995,0
306.4,0
306.79999999999995,0
306.79999999999995,0
306.4,0
307.2,0
309.6,0
307.2,0
306.79999999999995,0
305.2,0
306.4,0
305.6,0
306.4,0
306.79999999999995,0
305.6,0
305.6,0
305.6,0
307.2,0
306.79999999999995,0
305.6,0
306.4,0
305.2,0
306.79999999999995,0
307.2,0
306.4,0
306.79999999999995,0
305.6,0
306.79999999999995,0
306.4,0
307.2,0
306.79999999999995,0
306.0,0
306.4,0
306.0,0
306.4,0
306.79999999999995,0
306.0,0
318.0,0
307.6,0
305.6,0
306.0,0
306.4,0
307.2,0
307.2,0
305.2,0
306.0,0
306.4,0
306.0,0
306.79999999999995,0
306.0,0
306.79999999999995,0
306.0,0
305.6,0
305.2,0
306.0,0
307.6,0
306.4,0
305.2,0
306.0,0
306.0,0
306.79999999999995,0
306.4,0
305.6,0
305.2,0
306.0,0
306.0,0
307.2,0
305.6,0
306.0,0
305.2,0
306.0,0
306.4,0
305.2,0
306.0,0
306.4,0
306.4,0
306.0,0
305.2,0
306.4,0
308.0,0
306.79999999999995,0
306.79999999999995,0
306.0,0
305.2,0
305.6,0
306.0,0
306.4,0
305.6,0
306.0,0
306.0,0
307.6,0
306.79999999999995,0
306.4,0
306.4,0
304.8,0
306.79999999999995,0
306.0,0
305.2,0
306.0,0
306.4,0
306.0,0
306.0,0
305.2,0
305.2,0
306.0,0
306.0,0
306.4,0
306.4,0
305.6,0
305.2,0
306.4,0
306.4,0
314.8,0
306.79999999999995,0
306.4,0
307.6,0
307.2,0
307.2,0
305.6,0
305.2,0
306.0,0
306.79999999999995,0
306.4,0
306.4,0
305.6,0
306.4,0
305.6,0
306.4,0
306.0,0
306.4,0
306.79999999999995,0
307.2,0
306.4,0
306.0,0
306.4,0
306.4,0
306.4,0
306.79999999999995,0
306.0,0
306.4,0
306.0,0
306.0,0
307.2,0
306.0,0
305.2,0
306.4,0
306.0,0
305.6,0
306.0,0
306.4,0
306.0,0
305.6,0
305.6,0
306.0,0
305.6,0
306.4,0
305.2,0
305.2,0
306.0,0
305.6,0
306.4,0
306.0,0
306.0,0
306.0,0
305.2,0
305.6,0
306.0,0
309.6,0
306.4,0
305.6,0
306.79999999999995,0
306.0,0
306.4,0
306.0,0
305.2,0
305.6,0
305.6,0
306.4,0
306.4,0
305.6,0
306.0,0
306.0,0
305.6,0
306.4,0
306.0,0
306.4,0
306.4,0
311.2,0
306.79999999999995,0
305.6,0
306.4,0
306.79999999999995,0
306.4,0
306.4,0
305.2,0
306.0,0
306.4,0
306.0,0
306.4,0
305.6,0
306.0,0
306.4,0
306.0,0
306.79999999999995,0
306.79999999999995,0
306.0,0
306.0,0
306.0,0
306.0,0
306.0,0
305.2,0
306.0,0
307.2,0
306.0,0
305.6,0
306.4,0
306.4,0
306.4,0
306.0,0
306.4,0
306.4,0
306.4,0
306.0,0
306.0,0
306.4,0
305.2,0
306.79999999999995,0
306.4,0
306.4,0
306.4,0
305.6,0
306.79999999999995,0
306.0,0
306.0,0
306.4,0
306.0,0
306.0,0
306.0,0
306.4,0
306.4,0
307.6,0
306.4,0
306.79999999999995,0
306.4,0
305.2,0
305.2,0
306.4,0
306.4,0
305.6,0
306.0,0
306.4,0
306.0,0
306.4,0
305.2,0
306.4,0
305.6,0
306.0,0
305.6,0
306.0,0
305.6,0
306.0,0
306.0,0
313.6,0
310.0,0
305.6,0
305.2,0
306.4,0
307.2,0
305.6,0
305.2,0
306.79999999999995,0
306.0,0
306.0,0
306.4,0
306.79999999999995,0
305.6,0
308.79999999999995,0
306.79999999999995,0
307.6,0
306.79999999999995,0
306.79999999999995,0
306.0,0
306.4,0
306.4,0
305.2,0
306.4,0
305.6,0
314.4,0
308.0,0
306.79999999999995,0
309.2,0
306.4,0
307.6,0
306.79999999999995,0
306.0,0
306.4,0
306.0,0
306.4,0
306.4,0
306.79999999999995,0
305.6,0
305.2,0
306.0,0
306.4,0
306.4,0
306.79999999999995,0
305.6,0
306.0,0
306.79999999999995,0
306.4,0
306.4,0
305.6,0
306.0,0
307.2,0
306.79999999999995,0
306.4,0
306.4,0
306.4,0
307.6,0
305.6,0
306.0,0
305.6,0
306.79999999999995,0
306.4,0
306.0,0
305.6,0
305.6,0
306.4,0
308.0,0
306.4,0
306.4,0
306.4,0
306.0,0
305.6,0
306.79999999999995,0
306.0,0
306.4,0
309.2,0
306.79999999999995,0
305.6,0
305.6,0
306.79999999999995,0
306.0,0
306.79999999999995,0
305.6,0
305.6,0
306.4,0
306.0,0
305.6,0
307.2,0
306.0,0
306.4,0
306.0,0
307.2,0
306.4,0
306.79999999999995,0
305.6,0
306.0,0
305.6,0
306.4,0
306.4,0
306.0,0
305.6,0
305.6,0
306.4,0
308.0,0
306.79999999999995,0
306.79999999999995,0
306.79999999999995,0
306.0,0
306.79999999999995,0
306.79999999999995,0
306.0,0
306.4,0
306.79999999999995,0
305.6,0
306.4,0
306.4,0
306.4,0
306.4,0
307.2,0
306.79999999999995,0
306.4,0
306.4,0
306.4,0
308.0,0
306.4,0
307.2,0
306.79999999999995,0
306.79999999999995,0
306.4,0
307.2,0
306.79999999999995,0
306.4,0
306.0,0
307.2,0
306.79999999999995,0
306.79999999999995,0
306.79999999999995,0
306.79999999999995,0
306.0,0
308.4,0
306.4,0
306.0,0
306.4,0
307.2,0
306.79999999999995,0
306.0,0
306.4,0
306.79999999999995,0
306.79999999999995,0
306.79999999999995,0
310.8,0
306.79999999999995,0
306.4,0
306.4,0
307.6,0
306.79999999999995,0
306.4,0
306.79999999999995,0
306.4,0
306.79999999999995,0
306.79999999999995,0
306.4,0
307.2,0
305.6,0
306.79999999999995,0
306.0,0
305.6,0
306.79999999999995,0
306.79999999999995,0
308.0,0
307.2,0
306.4,0
306.79999999999995,0
306.79999999999995,0
306.79999999999995,0
309.2,0
306.0,0
306.4,0
306.4,0
309.2,0
306.4,0
305.6,0
306.79999999999995,0
306.0,0
307.2,0
306.4,0
306.4,0
307.2,0
305.6,0
306.79999999999995,0
306.79999999999995,0
306.79999999999995,0
306.79999999999995,0
306.0,0
306.79999999999995,0
306.79999999999995,0
306.4,0
306.79999999999995,0
306.4,0
306.79999999999995,0
306.4,0
306.4,0
306.4,0
307.2,0
307.6,0
307.6,0
306.79999999999995,0
306.0,0
305.6,0
307.2,0
306.0,0
306.4,0
310.4,0
307.2,0
307.2,0
307.6,0
306.79999999999995,0
307.6,0
306.4,0
306.79999999999995,0
307.2,0
307.2,0
307.2,0
308.0,0
307.2,0
310.0,0
306.79999999999995,0
308.4,0
307.6,0
308.0,0
308.79999999999995,0
306.79999999999995,0
306.79999999999995,0
307.2,0
307.2,0
306.79999999999995,0
306.4,0
307.2,0
306.0,0
307.2,0
306.79999999999995,0
306.4,0
307.2,0
307.6,0
307.2,0
307.2,0
306.4,0
306.79999999999995,0
307.2,0
307.2,0
308.79999999999995,0
306.79999999999995,0
306.4,0
306.79999999999995,0
307.2,0
307.2,0
306.4,0
306.4,0
308.0,0
307.6,0
307.2,0
306.0,0
306.0,0
306.79999999999995,0
307.6,0
307.6,0
306.0,0
306.0,0
306.79999999999995,0
307.2,0
307.6,0
306.4,0
306.0,0
309.6,0
307.6,0
307.6,0
306.0,0
306.4,0
307.2,0
307.6,0
307.2,0
306.4,0
307.6,0
307.2,0
308.4,0
306.79999999999995,0
306.79999999999995,0
306.79999999999995,0
306.4,0
307.2,0
307.2,0
306.4,0
306.4,0
306.79999999999995,0
307.2,0
306.79999999999995,0
305.6,0
307.2,0
307.6,0
325.2,0
311.6,0
307.2,0
306.4,0
307.2,0
307.2,0
307.2,0
306.4,0
307.2,0
307.6,0
306.4,0
306.79999999999995,0
306.0,0
306.4,0
307.2,0
306.0,0
306.4,0
307.2,0
307.2,0
306.79999999999995,0
307.2,0
307.2,0
306.4,0
307.6,0
306.79999999999995,0
307.6,0
311.6,0
307.6,0
306.0,0
307.2,0
308.0,0
308.4,0
306.4,0
306.4,0
307.2,0
307.6,0
307.2,0
309.6,0
307.6,0
306.79999999999995,0
307.6,0
308.0,0
306.79999999999995,0
307.2,0
307.2,0
307.6,0
307.6,0
306.4,0
307.2,0
306.79999999999995,0
307.2,0
307.2,0
306.4,0
306.79999999999995,0
307.2,0
307.6,0
308.0,0
306.79999999999995,0
307.2,0
307.6,0
308.0,0
307.2,0
306.79999999999995,0
307.2,0
306.4,0
307.6,0
307.6,0
306.79999999999995,0
307.2,0
307.6,0
307.6,0
307.6,0
306.79999999999995,0
307.6,0
307.6,0
317.6,0
308.4,0
307.6,0
306.0,0
308.0,0
306.79999999999995,0
307.2,0
306.79999999999995,0
307.2,0
308.0,0
307.2,0
306.79999999999995,0
307.2,0
307.2,0
308.79999999999995,0
307.6,0
306.79999999999995,0
307.2,0
307.2,0
307.6,0
307.6,0
307.2,0
306.79999999999995,0
307.2,0
307.6,0
307.6,0
307.2,0
307.2,0
306.79999999999995,0
307.6,0
307.6,0
306.79999999999995,0
307.6,0
307.2,0
307.6,0
308.79999999999995,0
307.6,0
307.6,0
307.2,0
306.79999999999995,0
306.4,0
307.6,0
308.0,0
307.2,0
307.6,0
307.6,0
307.6,0
308.0,0
307.2,0
308.0,0
307.6,0
308.4,0
308.0,0
307.6,0
307.6,0
307.6,0
308.0,0
307.2,0
307.2,0
307.6,0
308.0,0
308.0,0
308.0,0
307.6,0
306.79999999999995,0
308.0,0
308.0,0
307.2,0
307.2,0
307.6,0
307.6,0
308.79999999999995,0
308.0,0
308.0,0
307.6,0
323.6,0
310.0,0
308.4,0
307.2,0
307.6,0
307.6,0
308.79999999999995,0
306.79999999999995,0
308.0,0
308.0,0
306.79999999999995,0
307.6,0
309.2,0
307.6,0
307.2,0
306.79999999999995,0
307.2,0
307.6,0
308.0,0
306.79999999999995,0
307.6,0
308.0,0
307.2,0
307.6,0
307.6,0
308.0,0
308.0,0
307.6,0
308.0,0
308.0,0
307.2,0
308.0,0
306.79999999999995,0
308.0,0
307.2,0
307.2,0
308.0,0
308.0,0
307.6,0
307.2,0
307.6,0
307.6,0
307.6,0
306.79999999999995,0
306.79999999999995,0
307.2,0
307.6,0
308.0,0
309.6,0
307.6,0
306.79999999999995,0
307.6,0
308.4,0
307.2,0
307.2,0
307.2,0
308.0,0
307.2,0
306.4,0
306.79999999999995,0
307.6,0
308.0,0
306.79999999999995,0
306.79999999999995,0
307.6,0
308.0,0
308.0,0
306.79999999999995,0
307.6,0
308.0,0
308.0,0
308.0,0
306.79999999999995,0
306.79999999999995,0
307.6,0
316.0,0
308.4,0
307.6,0
308.4,0
307.2,0
306.79999999999995,0
306.79999999999995,0
308.4,0
308.4,0
308.4,0
308.79999999999995,0
308.0,0
308.79999999999995,0
308.0,0
308.0,0
308.4,0
306.79999999999995,0
308.0,0
307.6,0
307.2,0
308.0,0
308.0,0
307.6,0
307.2,0
308.0,0
309.6,0
308.4,0
308.0,0
307.2,0
308.0,0
308.0,0
308.79999999999995,0
306.79999999999995,0
307.6,0
307.6,0
308.4,0
308.4,0
308.0,0
308.0,0
307.6,0
308.0,0
308.0,0
307.2,0
307.6,0
307.2,0
308.0,0
308.79999999999995,0
307.2,0
308.0,0
307.2,0
307.6,0
308.0,0
308.4,0
307.2,0
308.0,0
307.6,0
308.0,0
306.4,0
307.6,0
307.2,0
307.6,0
307.6,0
307.6,0
306.79999999999995,0
306.79999999999995,0
307.2,0
307.6,0
306.79999999999995,0
307.6,0
307.2,0
307.6,0
308.0,0
307.6,0
307.6,0
306.4,0
315.6,0
308.79999999999995,0
308.0,0
308.0,0
306.4,0
307.6,0
307.6,0
307.6,0
308.0,0
306.79999999999995,0
307.6,0
307.6,0
307.6,0
307.6,0
307.2,0
307.6,0
307.2,0
306.79999999999995,0
307.2,0
307.2,0
307.6,0
306.4,0
307.6,0
308.79999999999995,0
307.2,0
317.6,0
308.0,0
307.6,0
307.6,0
307.2,0
306.79999999999995,0
306.79999999999995,0
306.0,0
307.6,0
306.4,0
307.6,0
307.2,0
307.2,0
307.6,0
307.2,0
307.2,0
307.6,0
307.2,0
307.2,0
307.6,0
306.79999999999995,0
306.79999999999995,0
307.6,0
308.0,0
307.2,0
307.6,0
307.6,0
307.6,0
307.2,0
307.6,0
307.2,0
307.6,0
306.0,0
307.2,0
310.4,0
306.79999999999995,0
307.6,0
308.0,0
307.6,0
307.6,0
306.4,0
307.6,0
308.0,0
307.6,0
308.0,0
306.4,0
307.2,0
307.6,0
307.2,0
308.0,0
314.0,0
308.4,0
309.2,0
307.2,0
307.6,0
311.2,0
308.0,0
308.0,0
307.6,0
307.2,0
306.79999999999995,0
307.2,0
307.6,0
307.2,0
307.2,0
307.6,0
306.79999999999995,0
308.0,0
308.4,0
306.4,0
306.79999999999995,0
308.0,0
308.0,0
308.79999999999995,0
306.79999999999995,0
306.4,0
308.0,0
308.0,0
308.4,0
308.0,0
307.6,0
306.79999999999995,0
306.4,0
307.6,0
307.6,0
308.0,0
308.4,0
308.0,0
307.6,0
307.2,0
306.79999999999995,0
307.6,0
307.6,0
307.2,0
307.2,0
308.0,0
306.4,0
307.6,0
308.4,0
307.6,0
308.0,0
306.4,0
307.6,0
307.2,0
307.6,0
308.0,0
306.4,0
307.2,0
308.0,0
308.0,0
308.4,0
307.2,0
307.2,0
306.79999999999995,0
307.2,0
307.2,0
307.2,0
307.2,0
307.6,0
307.2,0
306.79999999999995,0
307.2,0
307.2,0
308.4,0
307.6,0
312.0,0
308.4,0
306.79999999999995,0
308.0,0
307.6,0
308.4,0
306.79999999999995,0
306.79999999999995,0
307.6,0
308.79999999999995,0
306.4,0
306.4,0
307.6,0
308.79999999999995,0
307.6,0
307.6,0
307.2,0
306.79999999999995,0
308.0,0
307.6,0
308.79999999999995,0
306.4,0
306.4,0
307.2,0
307.2,0
307.6,0
308.4,0
307.6,0
307.6,0
307.2,0
310.4,0
307.6,0
306.4,0
307.6,0
308.79999999999995,0
306.79999999999995,0
307.6,0
307.2,0
306.79999999999995,0
308.0,0
307.6,0
308.0,0
306.4,0
307.6,0
306.79999999999995,0
307.6,0
307.6,0
308.0,0
307.6,0
308.0,0
308.0,0
307.6,0
307.6,0
307.2,0
307.6,0
311.2,0
308.0,0
307.2,0
307.6,0
306.79999999999995,0
307.6,0
307.6,0
308.0,0
307.2,0
307.6,0
307.6,0
307.6,0
307.2,0
307.6,0
308.0,0
310.0,0
308.0,0
308.0,0
307.2,0
308.0,0
313.6,0
308.79999999999995,0
308.0,0
308.79999999999995,0
308.4,0
308.0,0
308.0,0
307.2,0
307.2,0
307.6,0
308.0,0
308.79999999999995,0
308.0,0
308.79999999999995,0
308.0,0
308.0,0
